config,seed,study,num_layers,dim,n_loops,steps,supervise,softmax_loss_weight,conflict_loss_weight,bce_pos_mult,bce_neg_mult,approx_params,n_eval,correct,wrong,timeouts,accuracy,model_calls_total,calls_per_solve,avg_rounds_solved,avg_resets,unsound_rate,conflict_precision,conflict_recall,train_post_compile_secs
d3_ce0,range,D3,4,128,16,2000,all,0.0,0.1,4.0,0.5,65536,76,"[16, 20]","[0, 0]","[56, 57]","[0.222222, 0.25974]","[7226, 8002]","[400.1, 451.625]",54.3684196472168,663.97900390625,"[0.00277533, 0.00328171]","[0.997444, 0.999148]","[0.177547, 0.231741]","[418.008, 492.884]"
d3_ce1,0,D3,4,128,16,2000,all,1.0,0.1,4.0,0.5,65536,1000,999,1,0,0.999,1685,1.6866866866866868,11.97700023651123,149.04701232910156,0.00614787905548174,0.9632720790075936,0.28648875744855723,405.575543917
d3_ce1,1,D3,4,128,16,2000,all,1.0,0.1,4.0,0.5,65536,1000,1000,0,0,1.0,1562,1.562,11.38700008392334,147.17201232910156,0.0052187982454675345,0.9619298883276725,0.30945257784748625,544.2168153860002
d3_ce1,2,D3,4,128,16,2000,all,1.0,0.1,4.0,0.5,65536,1000,999,0,1,0.999,2258,2.26026026026026,13.436436653137207,206.05300903320312,0.006155973158103666,0.9472057064050926,0.33993411780130456,520.99555397
d3_ce1,mean,D3,4,128,16,2000,all,1.0,0.1,4.0,0.5,65536,1000,999.3333333333334,0.3333333333333333,0.3333333333333333,0.9993333333333334,1835.0,1.8363156489823158,11.97700023651123,149.04701232910156,0.005840883486350981,0.9574692245801195,0.3119584843657827,490.2626377576667
d3_ce1,range,D3,4,128,16,2000,all,1.0,0.1,4.0,0.5,65536,1000,"[999, 1000]","[0, 1]","[0, 1]","[0.999, 1]","[1562, 2258]","[1.562, 2.26026]",11.97700023651123,149.04701232910156,"[0.0052188, 0.00615597]","[0.947206, 0.963272]","[0.286489, 0.339934]","[405.576, 544.217]"
d4_sym,0,D4,4,128,16,2000,all,0.2,0.1,0.5,0.5,65536,74,18,0,56,0.24324324324324326,7013,389.6111111111111,1.2777777910232544,1792.4400634765625,0.013607638856212695,0.9883059723428381,0.5193691179798269,467.64253892499994
d4_sym,1,D4,4,128,16,2000,all,0.2,0.1,0.5,0.5,65536,74,18,0,56,0.24324324324324326,7038,391.0,4.44444465637207,1794.3370361328125,0.014322125595004722,0.9890169409923871,0.5211779412192215,437.210575047
d4_sym,2,D4,4,128,16,2000,all,0.2,0.1,0.5,0.5,65536,75,19,0,56,0.25333333333333335,7330,385.7894736842105,18.157894134521484,1802.2821044921875,0.012712723753278173,0.9839255569553753,0.5251830003680587,398.39453339199997
d4_sym,mean,D4,4,128,16,2000,all,0.2,0.1,0.5,0.5,65536,74,18.333333333333332,0.0,56.0,0.2466066066066066,7127.0,388.8001949317739,1.2777777910232544,1792.4400634765625,0.013547496068165197,0.9870828234302002,0.5219100198557024,434.41588245466664
d4_sym,range,D4,4,128,16,2000,all,0.2,0.1,0.5,0.5,65536,74,"[18, 19]","[0, 0]","[56, 56]","[0.243243, 0.253333]","[7013, 7330]","[385.789, 391]",1.2777777910232544,1792.4400634765625,"[0.0127127, 0.0143221]","[0.983926, 0.989017]","[0.519369, 0.525183]","[398.395, 467.643]"
d4_ratio2,0,D4,4,128,16,2000,all,0.2,0.1,1.0,0.5,65536,124,68,0,56,0.5483870967741935,9506,139.7941176470588,251.9264678955078,1940.7921142578125,0.0065764722017385095,0.8806802766616301,0.5713823348653271,416.93211342300015
d4_ratio2,1,D4,4,128,16,2000,all,0.2,0.1,1.0,0.5,65536,102,45,0,57,0.4411764705882353,8593,190.95555555555555,196.2888946533203,1755.58203125,0.006204755908791746,0.8830714807017703,0.5733771377477074,377.64465127799997
d4_ratio2,2,D4,4,128,16,2000,all,0.2,0.1,1.0,0.5,65536,1000,520,0,480,0.52,72269,138.97884615384615,180.65577697753906,15201.06640625,0.006636029949968487,0.8876103536377673,0.5598138450466466,371.6944293979998
d4_ratio2,mean,D4,4,128,16,2000,all,0.2,0.1,1.0,0.5,65536,124,211.0,0.0,197.66666666666666,0.5031878557874763,30122.666666666668,156.57617311882018,251.9264678955078,1940.7921142578125,0.00647241935349958,0.8837873703337226,0.5681911058865604,388.7570646996666
d4_ratio2,range,D4,4,128,16,2000,all,0.2,0.1,1.0,0.5,65536,124,"[45, 520]","[0, 0]","[56, 480]","[0.441176, 0.548387]","[8593, 72269]","[138.979, 190.956]",251.9264678955078,1940.7921142578125,"[0.00620476, 0.00663603]","[0.88068, 0.88761]","[0.559814, 0.573377]","[371.694, 416.932]"
d4_ratio32,0,D4,4,128,16,2000,all,0.2,0.1,16.0,0.5,65536,1000,983,0,17,0.983,11887,12.092573753814852,72.5249252319336,686.3720092773438,0.0004307313709568004,0.9986904715598948,0.1509648690707492,395.66771176700007
d4_ratio32,1,D4,4,128,16,2000,all,0.2,0.1,16.0,0.5,65536,1000,975,1,24,0.975,14879,15.26051282051282,92.75102233886719,809.8030395507812,0.0007255791438230653,0.9995664108000456,0.1347062330644778,362.20926950899985
d4_ratio32,2,D4,4,128,16,2000,all,0.2,0.1,16.0,0.5,65536,1000,975,0,25,0.975,17679,18.13230769230769,113.98871612548828,943.0590209960938,0.0007991016747042418,0.9996966588233311,0.13104053561692688,421.42855139000005
d4_ratio32,mean,D4,4,128,16,2000,all,0.2,0.1,16.0,0.5,65536,1000,977.6666666666666,0.3333333333333333,22.0,0.9776666666666666,14815.0,15.161798088878456,72.5249252319336,686.3720092773438,0.0006518040631613691,0.9993178470610905,0.13890387925071798,393.101844222
d4_ratio32,range,D4,4,128,16,2000,all,0.2,0.1,16.0,0.5,65536,1000,"[975, 983]","[0, 1]","[17, 25]","[0.975, 0.983]","[11887, 17679]","[12.0926, 18.1323]",72.5249252319336,686.3720092773438,"[0.000430731, 0.000799102]","[0.99869, 0.999697]","[0.131041, 0.150965]","[362.209, 421.429]"
d4_nocls,0,D4,4,128,16,2000,all,0.2,0.0,4.0,0.5,65536,1000,220,780,0,0.22,5493,24.96818181818182,42.665000915527344,0.11800000816583633,0.0008525656217404234,1.0,4.8088267692847934e-05,527.386060431
d4_nocls,1,D4,4,128,16,2000,all,0.2,0.0,4.0,0.5,65536,1000,207,793,0,0.207,5800,28.019323671497585,45.16800308227539,0.5520000457763672,0.0007735804291467666,1.0,0.000205489005273508,344.2867771400001
d4_nocls,2,D4,4,128,16,2000,all,0.2,0.0,4.0,0.5,65536,1000,208,792,0,0.208,5681,27.3125,44.18100357055664,1.194000005722046,0.0008010851003318873,1.0,0.0004467733874509685,512.9047688220002
d4_nocls,mean,D4,4,128,16,2000,all,0.2,0.0,4.0,0.5,65536,1000,211.66666666666666,788.3333333333334,0.0,0.21166666666666667,5658.0,26.766668496559802,42.665000915527344,0.11800000816583633,0.0008090770504063592,1.0,0.00023345022013910815,461.52586879766676
d4_nocls,range,D4,4,128,16,2000,all,0.2,0.0,4.0,0.5,65536,1000,"[207, 220]","[780, 793]","[0, 0]","[0.207, 0.22]","[5493, 5800]","[24.9682, 28.0193]",42.665000915527344,0.11800000816583633,"[0.00077358, 0.000852566]","[1, 1]","[4.80883e-05, 0.000446773]","[344.287, 527.386]"
d4_sym_th50,0,D4,4,128,16,2000,all,0.2,0.1,0.5,0.5,65536,72,13,3,56,0.18055555555555555,7656,588.9230769230769,45.8125,3630.9072265625,0.08526539693154231,1.0,0.9999936665063099,437.461630249
d4_sym_th50,1,D4,4,128,16,2000,all,0.2,0.1,0.5,0.5,65536,73,13,4,56,0.1780821917808219,7908,608.3076923076923,54.64706039428711,3643.4560546875,0.08655286333097713,1.0,0.9999958836804945,391.047096884
d4_sym_th50,2,D4,4,128,16,2000,all,0.2,0.1,0.5,0.5,65536,72,13,3,56,0.18055555555555555,7087,545.1538461538462,5.375,3589.499267578125,0.08511138631890049,1.0,0.99999080789162,537.3687628189998
d4_sym_th50,mean,D4,4,128,16,2000,all,0.2,0.1,0.5,0.5,65536,72,13.0,3.3333333333333335,56.0,0.17973110096397768,7550.333333333333,580.7948717948717,45.8125,3630.9072265625,0.08564321552713998,1.0,0.9999934526928081,455.29249665066664
d4_sym_th50,range,D4,4,128,16,2000,all,0.2,0.1,0.5,0.5,65536,72,"[13, 13]","[3, 4]","[56, 56]","[0.178082, 0.180556]","[7087, 7908]","[545.154, 608.308]",45.8125,3630.9072265625,"[0.0851114, 0.0865529]","[1, 1]","[0.999991, 0.999996]","[391.047, 537.369]"
d4_ratio2_th33,0,D4,4,128,16,2000,all,0.2,0.1,1.0,0.5,65536,74,18,0,56,0.24324324324324326,7145,396.94444444444446,10.38888931274414,1817.612060546875,0.035171855558527365,0.9999950495594108,0.5054976007082485,514.4704984820004
d4_ratio2_th33,1,D4,4,128,16,2000,all,0.2,0.1,1.0,0.5,65536,74,17,1,56,0.22972972972972974,7242,426.0,18.5,1823.0201416015625,0.034993966263352536,0.9999978063344287,0.5056864586877924,511.7782068529999
d4_ratio2_th33,2,D4,4,128,16,2000,all,0.2,0.1,1.0,0.5,65536,73,17,0,56,0.2328767123287671,7138,419.88235294117646,8.470588684082031,1816.8450927734375,0.0332926587975991,0.9999939466712745,0.5056688294937749,396.52133196200026
d4_ratio2_th33,mean,D4,4,128,16,2000,all,0.2,0.1,1.0,0.5,65536,74,17.333333333333332,0.3333333333333333,56.0,0.23528322843391336,7175.0,414.2755991285403,10.38888931274414,1817.612060546875,0.034486160206493,0.9999956008550379,0.5056176296299385,474.25667909900017
d4_ratio2_th33,range,D4,4,128,16,2000,all,0.2,0.1,1.0,0.5,65536,74,"[17, 18]","[0, 1]","[56, 56]","[0.22973, 0.243243]","[7138, 7242]","[396.944, 426]",10.38888931274414,1817.612060546875,"[0.0332927, 0.0351719]","[0.999994, 0.999998]","[0.505498, 0.505686]","[396.521, 514.47]"
d4_ratio32_th03,0,D4,4,128,16,2000,all,0.2,0.1,16.0,0.5,65536,1000,987,3,10,0.987,10041,10.173252279635259,64.67677307128906,650.7640380859375,0.0003473436148537694,0.9886959266487193,0.17637808193367058,393.37248781100004
d4_ratio32_th03,1,D4,4,128,16,2000,all,0.2,0.1,16.0,0.5,65536,1000,990,7,3,0.99,10270,10.373737373737374,76.6258773803711,627.5980224609375,0.0009323114627776558,0.9972748311528834,0.1559101397375076,508.81419450199996
d4_ratio32_th03,2,D4,4,128,16,2000,all,0.2,0.1,16.0,0.5,65536,1000,991,3,6,0.991,9320,9.404641775983855,64.96780395507812,584.9490356445312,0.0004608690536318572,0.9896305668016194,0.1635343077417551,419.0958741170001
d4_ratio32_th03,mean,D4,4,128,16,2000,all,0.2,0.1,16.0,0.5,65536,1000,989.3333333333334,4.333333333333333,6.333333333333333,0.9893333333333333,9877.0,9.98387714311883,64.67677307128906,650.7640380859375,0.0005801747104210942,0.991867108201074,0.16527417647097775,440.42751881000004
d4_ratio32_th03,range,D4,4,128,16,2000,all,0.2,0.1,16.0,0.5,65536,1000,"[987, 991]","[3, 7]","[3, 10]","[0.987, 0.991]","[9320, 10270]","[9.40464, 10.3737]",64.67677307128906,650.7640380859375,"[0.000347344, 0.000932311]","[0.988696, 0.997275]","[0.15591, 0.176378]","[393.372, 508.814]"
