config,seed,study,input,effective_n_loops,eval_n_loops_flag,deduce_passes,threshold,cls_threshold,augment,n_eval,correct,wrong,timeouts,accuracy,total_calls,calls_per_solve,avg_resets,unsound_rate,conflict_precision,conflict_recall
o4_elim_sym_005,mean,O4-elim-d4sym,d4_sym,16,0,1,0.05,0.6,True,78,21.0,0.0,56.5,0.2708957708957709,7779.5,371.7954545454545,23451.493256743255,0.004926634077930165,0.8794646904080898,0.6508557502931198
o4_elim_sym_005,range,O4-elim-d4sym,d4_sym,16,0,1,0.05,0.6,True,78,"[20, 22]","[0, 0]","[56, 57]","[0.25974, 0.282051]","[7559, 8000]","[343.591, 400]","[23205, 23697.9]","[0.0044824, 0.00537087]","[0.873234, 0.885695]","[0.642447, 0.659265]"
o4_elim_sym_01,0,O4-elim-d4sym,d4_sym,16,0,1,0.1,0.6,True,79,23,0,56,0.2911392405063291,7146,310.69565217391306,22744.113924050635,0.014679079766256655,0.9925890199337674,0.512905121171999
o4_elim_sym_01,1,O4-elim-d4sym,d4_sym,16,0,1,0.1,0.6,True,79,23,0,56,0.2911392405063291,7032,305.7391304347826,22706.683544303796,0.015611981537126023,0.9929220179242749,0.5150698973813126
o4_elim_sym_01,mean,O4-elim-d4sym,d4_sym,16,0,1,0.1,0.6,True,79,23.0,0.0,56.0,0.2911392405063291,7089.0,308.21739130434787,22725.398734177215,0.015145530651691339,0.9927555189290211,0.5139875092766558
o4_elim_sym_01,range,O4-elim-d4sym,d4_sym,16,0,1,0.1,0.6,True,79,"[23, 23]","[0, 0]","[56, 56]","[0.291139, 0.291139]","[7032, 7146]","[305.739, 310.696]","[22706.7, 22744.1]","[0.0146791, 0.015612]","[0.992589, 0.992922]","[0.512905, 0.51507]"
o4_elim_sym_02,0,O4-elim-d4sym,d4_sym,16,0,1,0.2,0.6,True,79,23,0,56,0.2911392405063291,7453,324.04347826086956,24013.493670886077,0.04336001023878069,1.0,0.5228103986933452
o4_elim_sym_02,1,O4-elim-d4sym,d4_sym,16,0,1,0.2,0.6,True,79,21,2,56,0.26582278481012656,7930,377.6190476190476,24231.481012658227,0.04381923293454846,1.0,0.5224916411912275
o4_elim_sym_02,mean,O4-elim-d4sym,d4_sym,16,0,1,0.2,0.6,True,79,22.0,1.0,56.0,0.27848101265822783,7691.5,350.8312629399586,24122.487341772154,0.04358962158666457,1.0,0.5226510199422864
o4_elim_sym_02,range,O4-elim-d4sym,d4_sym,16,0,1,0.2,0.6,True,79,"[21, 23]","[0, 2]","[56, 56]","[0.265823, 0.291139]","[7453, 7930]","[324.043, 377.619]","[24013.5, 24231.5]","[0.04336, 0.0438192]","[1, 1]","[0.522492, 0.52281]"
o4_elim_sym_03,0,O4-elim-d4sym,d4_sym,16,0,1,0.3,0.6,True,77,20,0,57,0.2597402597402597,8000,400.0,47312.25974025974,0.05775526921943249,1.0,0.9799323430976297
o4_elim_sym_03,1,O4-elim-d4sym,d4_sym,16,0,1,0.3,0.6,True,76,19,0,57,0.25,8000,421.05263157894734,47079.71052631579,0.058893367898865054,1.0,0.9804227294259341
o4_elim_sym_03,mean,O4-elim-d4sym,d4_sym,16,0,1,0.3,0.6,True,77,19.5,0.0,57.0,0.25487012987012986,8000.0,410.52631578947364,47195.98513328776,0.05832431855914877,1.0,0.980177536261782
o4_elim_sym_03,range,O4-elim-d4sym,d4_sym,16,0,1,0.3,0.6,True,77,"[19, 20]","[0, 0]","[57, 57]","[0.25, 0.25974]","[8000, 8000]","[400, 421.053]","[47079.7, 47312.3]","[0.0577553, 0.0588934]","[1, 1]","[0.979932, 0.980423]"
o4_elim_sym_05,0,O4-elim-d4sym,d4_sym,16,0,1,0.5,0.6,True,74,15,2,57,0.20270270270270271,8000,533.3333333333334,49401.86486486487,0.085985605420884,1.0,0.999996718310433
o4_elim_sym_05,1,O4-elim-d4sym,d4_sym,16,0,1,0.5,0.6,True,77,16,4,57,0.2077922077922078,8000,500.0,47730.66233766234,0.09042742657349258,1.0,0.9999964638368839
o4_elim_sym_05,mean,O4-elim-d4sym,d4_sym,16,0,1,0.5,0.6,True,74,15.5,3.0,57.0,0.20524745524745525,8000.0,516.6666666666667,48566.26360126361,0.08820651599718829,1.0,0.9999965910736585
o4_elim_sym_05,range,O4-elim-d4sym,d4_sym,16,0,1,0.5,0.6,True,74,"[15, 16]","[2, 4]","[57, 57]","[0.202703, 0.207792]","[8000, 8000]","[500, 533.333]","[47730.7, 49401.9]","[0.0859856, 0.0904274]","[1, 1]","[0.999996, 0.999997]"
o4_cls_base_05,0,O4-cls-baseline,baseline,16,0,1,0.1,0.5,True,97,40,0,57,0.41237113402061853,8002,200.05,14601.41237113402,0.000887412045407779,0.8393675695204976,0.5898324515996908
o4_cls_base_05,1,O4-cls-baseline,baseline,16,0,1,0.1,0.5,True,102,46,0,56,0.45098039215686275,8103,176.15217391304347,15126.049019607843,0.0008183419649732273,0.8056897091205205,0.658395470535452
o4_cls_base_05,mean,O4-cls-baseline,baseline,16,0,1,0.1,0.5,True,97,43.0,0.0,56.5,0.43167576308874067,8052.5,188.10108695652173,14863.73069537093,0.0008528770051905031,0.8225286393205091,0.6241139610675714
o4_cls_base_05,range,O4-cls-baseline,baseline,16,0,1,0.1,0.5,True,97,"[40, 46]","[0, 0]","[56, 57]","[0.412371, 0.45098]","[8002, 8103]","[176.152, 200.05]","[14601.4, 15126]","[0.000818342, 0.000887412]","[0.80569, 0.839368]","[0.589832, 0.658395]"
o4_cls_base_055,0,O4-cls-baseline,baseline,16,0,1,0.1,0.55,True,200,199,0,1,0.995,2965,14.899497487437186,1165.93,0.0054421749342333705,0.9876608735897686,0.2184420887347911
o4_cls_base_055,1,O4-cls-baseline,baseline,16,0,1,0.1,0.55,True,200,198,0,2,0.99,2936,14.828282828282829,1397.325,0.005246565208951115,0.983653914401306,0.2669092057647011
o4_cls_base_055,mean,O4-cls-baseline,baseline,16,0,1,0.1,0.55,True,200,198.5,0.0,1.5,0.9924999999999999,2950.5,14.863890157860007,1281.6275,0.005344370071592243,0.9856573939955373,0.2426756472497461
o4_cls_base_055,range,O4-cls-baseline,baseline,16,0,1,0.1,0.55,True,200,"[198, 199]","[0, 0]","[1, 2]","[0.99, 0.995]","[2936, 2965]","[14.8283, 14.8995]","[1165.93, 1397.33]","[0.00524657, 0.00544217]","[0.983654, 0.987661]","[0.218442, 0.266909]"
o4_cls_base_06,0,O4-cls-baseline,baseline,16,0,1,0.1,0.6,True,200,199,0,1,0.995,2400,12.06030150753769,666.485,0.009124137144112105,0.9985072310614178,0.16160986712819156
o4_cls_base_06,1,O4-cls-baseline,baseline,16,0,1,0.1,0.6,True,200,200,0,0,1.0,1867,9.335,618.295,0.008403506985642848,0.996703454206679,0.19615254428523074
o4_cls_base_06,mean,O4-cls-baseline,baseline,16,0,1,0.1,0.6,True,200,199.5,0.0,0.5,0.9975,2133.5,10.697650753768844,642.39,0.008763822064877476,0.9976053426340484,0.17888120570671115
o4_cls_base_06,range,O4-cls-baseline,baseline,16,0,1,0.1,0.6,True,200,"[199, 200]","[0, 0]","[0, 1]","[0.995, 1]","[1867, 2400]","[9.335, 12.0603]","[618.295, 666.485]","[0.00840351, 0.00912414]","[0.996703, 0.998507]","[0.16161, 0.196153]"
o4_cls_base_07,0,O4-cls-baseline,baseline,16,0,1,0.1,0.7,True,200,199,0,1,0.995,2614,13.135678391959798,640.28,0.011285010254244894,0.9996296924904723,0.14053411510274824
o4_cls_base_07,1,O4-cls-baseline,baseline,16,0,1,0.1,0.7,True,200,199,0,1,0.995,1712,8.603015075376884,487.115,0.011506835350320458,0.9996063786838918,0.15396513744638712
o4_cls_base_07,mean,O4-cls-baseline,baseline,16,0,1,0.1,0.7,True,200,199.0,0.0,1.0,0.995,2163.0,10.86934673366834,563.6975,0.011395922802282677,0.999618035587182,0.14724962627456767
o4_cls_base_07,range,O4-cls-baseline,baseline,16,0,1,0.1,0.7,True,200,"[199, 199]","[0, 0]","[1, 1]","[0.995, 0.995]","[1712, 2614]","[8.60302, 13.1357]","[487.115, 640.28]","[0.011285, 0.0115068]","[0.999606, 0.99963]","[0.140534, 0.153965]"
o4_cls_base_08,0,O4-cls-baseline,baseline,16,0,1,0.1,0.8,True,200,199,0,1,0.995,2310,11.608040201005025,546.12,0.013531981968105317,0.9999005856409515,0.1252483469011401
o4_cls_base_08,1,O4-cls-baseline,baseline,16,0,1,0.1,0.8,True,200,200,0,0,1.0,1661,8.305,422.935,0.01320421080252144,0.9999418246128428,0.13574554856889234
o4_cls_base_08,mean,O4-cls-baseline,baseline,16,0,1,0.1,0.8,True,200,199.5,0.0,0.5,0.9975,1985.5,9.956520100502512,484.52750000000003,0.013368096385313378,0.9999212051268971,0.13049694773501622
o4_cls_base_08,range,O4-cls-baseline,baseline,16,0,1,0.1,0.8,True,200,"[199, 200]","[0, 0]","[0, 1]","[0.995, 1]","[1661, 2310]","[8.305, 11.608]","[422.935, 546.12]","[0.0132042, 0.013532]","[0.999901, 0.999942]","[0.125248, 0.135746]"
